IME ORGANIZACIJE / PRODUCENTA,IME V BAZI CULTURE.SI,CULTURE.SI POVEZAVA NA ČLANEK,DAVČNA ŠT.,STATUS organizacije (javna/zasebna),SEDEŽ ORGANIZACIJE,ZNESEK PODPORE EU (v EUR),Podpora EU za (tujega) vodjo projekta (v EUR),Država vodje projekta,Opombe,IME PROJEKTA,NAZIV RAZPISA (šifrant 1),PODROČJE PROJEKTA (šifrant 2),STATUS organizacije/producenta V PROJEKTU (Vodja / Partner),LETO razpisa (ko se pridobi podpora EU),Ime programa EU,Uradna oznaka oz. naziv razpisa,Opomba (podnaslov oz. kratek opis razpisa),Ime programa EU (F),Področje projekta (F),Šifra 2 (F)
KUD Apokalipsa,Apokalipsa Cultural and Artistic Association,http://www.culture.si/en/Apokalipsa_Cultural_and_Artistic_Association,,zasebna,Ljubljana,"€ 51.006,77",,,,Review within Review ,11,40,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje ","knjiga, branje, prevajanje - projekt sodelovanja"
Družina Krumpak,x,,98007262,zasebna,Domžale,"€ 50.000,00",,,,Happy,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Študentska založba,Študentska_založba_Publishing_House,http://www.culture.si/en/%C5%A0tudentska_zalo%C5%BEba_Publishing_House,12683485,zasebna,Ljubljana,"€ 40.160,29",,,,Beletrina (8 knjig),13,41,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Zavod Staragara,Staragara_-_Ljubljana,http://www.culture.si/en/Staragara_-_Ljubljana,66973988,zasebna,Ljubljana,"€ 40.000,00",,,,Cirkus Fantasticus / Silent Sonata,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Založba Didakta,Didakta_Publishing_House,http://www.culture.si/en/Didakta_Publishing_House,86002082,zasebna,Radovljica,"€ 32.567,00",,,,Gostosevci (5 knjig),13,41,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Založba Sanje,Sanje ('Dreams') Publishing House,http://www.culture.si/en/Sanje_%28%27Dreams%27%29_Publishing_House,21969353,zasebna,Ljubljana,"€ 32.318,59",,,,Dream Europe (5 knjig),13,41,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Fivia,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 31.017,00",,,,Avtomatična distribucija v 2006,230,9,V,2006,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
ARKADENA,Studio_Arkadena,http://www.culture.si/en/Studio_Arkadena,78647436,zasebna,Ljubljana,"€ 30.000,00",,,,Babica gre na jug 2/  Grandma Goes South 2,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"Vertigo, zavod za kulturne dejavnosti",Vertigo/Emotionfilm,http://www.culture.si/en/Vertigo/Emotionfilm,99958821,zasebna,Ljubljana,"€ 30.000,00",,,,Slovenka / The Slovenian Girl,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Društvo ŠKUC,ŠKUC_Association,http://www.culture.si/en/%C5%A0KUC_Association,97827665,zasebna,Ljubljana,"€ 26.086,74",,,,Lambda (6 knjig),13,41,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
KUD Apokalipsa,Apokalipsa Cultural and Artistic Association,http://www.culture.si/en/Apokalipsa_Cultural_and_Artistic_Association,,zasebna,Ljubljana,"€ 26.084,00",,,,"Fraktal, Posebne izdaje, Apokalipsa",13,41,V,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Bela film d.o.o.,Bela_Film_Ltd,http://www.culture.si/en/Bela_Film_Ltd,66860954,zasebna,Ljubljana,"€ 20.000,00",,,,Lara,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
EMOTIONFILM,Vertigo/Emotionfilm,http://www.culture.si/en/Vertigo/Emotionfilm,30305489,zasebna,Ljubljana,"€ 20.000,00",,,,Gravitacija / Gravity,190,8,V,2006,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Cinemania group,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 19.448,00",,,,Avtomatična distribucija v 2006,230,9,V,2006,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Art kino mreža Slovenije,Art Cinema Network,http://www.culture.si/en/Art_Cinema_Network,24146170,zasebna,Slovenj Gradec,"€ 17.211,00",,,,Prikazovanje evropskih filmov v 2005,270,11,V,2006,MEDIA Plus (2001-2006),Mreža Europa Cinemas,Europa Cinemas podpora za kinematografsko prikazovanje evropskih AV del ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 10.000,00",,,,La planete blanche,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Fivia,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 10.000,00",,,, Franklin et le tresor du lac,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
A. G. Market,A G Market/Art Vision,http://www.culture.si/en/A_G_Market/Art_Vision,34910689,zasebna,Ljubljana,"€ 7.048,00",,,,Avtomatična distribucija v 2006,230,9,V,2006,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 6.000,00",,,,Volver,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 6.000,00",,,,Ils,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Cinemania group,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 5.000,00",,,,Efter Brylluppet,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 5.000,00",,,,Batalla en el cielo,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 5.000,00",,,,Habana Blues,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Fivia,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 5.000,00",,,,Nuovomondo,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Fivia ,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 5.000,00",,,,Asterix et les Vikings,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
LJUBLJANSKI KINEMATOGRAFI,x - dodati kot producenta,http://www.culture.si/en/Kolosej_Cinemas,50912518,zasebna,Domžale,"€ 5.000,00",,,,Elementarteilchen,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Ljubljanski kinematografi,x,http://www.culture.si/en/Kolosej_Cinemas,50912518,zasebna,Ljubljana,"€ 5.000,00",,,,Alatriste,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 4.000,00",,,,No body is perfect,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Fivia,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 4.000,00",,,,La mome,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
LJUBLJANSKI KINEMATOGRAFI,x,http://www.culture.si/en/Kolosej_Cinemas,50912518,zasebna,Domžale,"€ 4.000,00",,,,Masjavlar,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CANKARJEV DOM,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 3.000,00",,,,Transylvania,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.000,00",,,,Knallhart,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.000,00",,,,Taxidermia,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Cinemania group,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.000,00",,,,The Shutka Book of Records,220,9,V,2007,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG ,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,,zasebna,Črni vrh,"€ 3.000,00",,,,My summer of love,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG ,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,,zasebna,Črni vrh,"€ 3.000,00",,,,Pavee Lackeen: The traveller girl,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 3.000,00",,,,Quelques jours en septembre,220,9,V,2006,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Blitz film & video distribution,Blitz_Film_and_Video_Distribution,http://www.culture.si/en/Blitz_Film_and_Video_Distribution,88939065,zasebna,Ljubljana,"€ 2.791,00",,,,Avtomatična distribucija v 2006,23,9,V,2006,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Cankarjev dom,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,,,,,ASOBU Choreography by Josef Nadj,11,2,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Cankarjev dom,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,,,,,"The Lobster Shop, C-song",11,2,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
GOML - Gledališče za otroke in mlade ,Ljubljana_Puppet_Theatre,http://www.culture.si/en/Ljubljana_Puppet_Theatre,,javna,Ljubljana,,"€ 752.499,32",IT,,"Small Size, the net ",15,2,P,2006,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Kulturno društvo B-51,B-51_Cultural_Society,http://www.culture.si/en/B-51_Cultural_Society,86861069,zasebna,Ljubljana,,"€ 139.944,88",DE,,Tito – Gewisse Diagramme der Sehnsucht,12,2,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Projekti sodelovanja v tretjih državah (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Prešernovo gledališče Kranj,Prešeren Theatre Kranj,http://www.culture.si/en/PGK,51413906,javna,Kranj,,"€ 129.000,00",DE,,Nachtasyl – Treffpunkt der Traüme,11,2,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Zavod Bunker,Bunker_Institute,http://www.culture.si/en/Bunker_Institute,33225338,zasebna,Ljubljana,,"€ 150.000,00",PT,,"Sites of Imagination – The body and the city in
the Mediterranean Region",11,2,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
KID KIBLA,KIBLA_Multimedia_Centre,http://www.culture.si/en/KIBLA_Multimedia_Centre,93057237,zasebna,Maribor,,"€ 872.101,00",BE,,Guild for Reality Integrators and Generators,15,3,P,2006,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),vizualne umetnosti,vizualne umetnosti
Zavod Projekt Atol,Projekt_Atol_Institute,http://www.culture.si/en/Projekt_Atol_Institute,20971770,zasebna,Ljubljana,,"€ 149.999,85",LV,,Waves,11,3,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),vizualne umetnosti,vizualne umetnosti
KID KIBLA,KIBLA_Multimedia_Centre,http://www.culture.si/en/KIBLA_Multimedia_Centre,93057237,zasebna,Maribor,,"€ 761.157,00",IT,,Travel in Europe,15,1,P,2006,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
Slovenski gledališki muzej,National_Theatre_Museum_of_Slovenia,http://www.culture.si/en/National_Theatre_Museum_of_Slovenia,52285944,javna,Ljubljana,,"€ 758.500,00",CZ,,TACE – Theatre Architecture in Central Europe,15,1,P,2006,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,,"€ 104.170,00",AT,,"Piceni and Europe: The Role of a Prehistoric
Community in Shaping of European Cultural Heritage",11,1,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,,"€ 136.000,00",IT,,"SEE PAST – South-Eastern European Pottery:
Archeology and Scientific Techniques",11,1,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza v Ljubljani, Fakulteta za arhitekturo","Faculty of Architecture, University of Ljubljana","http://www.culture.si/en/Faculty_of_Architecture,_University_of_Ljubljana",,javna,Ljubljana,,"€ 133.045,46",IT,,Virtual Museum of European Transhumance,11,1,P,2006,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
KID KIBLA,KIBLA_Multimedia_Centre,http://www.culture.si/en/KIBLA_Multimedia_Centre,93057237,zasebna,Maribor,"€ 179.590,00",,,,Hallerstein,3  ,7,V,2007,Kultura (2007-2013),Sklop 1.3.5,Podpora za projekte sodelovanja s tretjimi državami (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),interdisciplinarni projekti,interdisciplinarni projekti
DRUŽINA KRUMPAK,x,,98007262,zasebna,Ljubljana,"€ 50.000,00",,,,Ignac,19,8,V,2007,MEDIA (2007-2013),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Založba Educa,x,,,zasebna,Nova Gorica,"€ 43.818,00",,,,Zbirka Evropski utrinki (6 knjig),4  ,41,V,2007,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Založba Učila International,Učila International Publishing House,http://www.culture.si/en/U%C4%8Dila_International_Publishing_House,54165504,zasebna,Tržič,"€ 43.811,00",,,,prevodni projekt (9 knjig),4  ,41,V,2007,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
BLITZ FILM & VIDEO DISTRIBUTION,Blitz_Film_and_Video_Distribution,http://www.culture.si/en/Blitz_Film_and_Video_Distribution,88939065,zasebna,Ljubljana,"€ 37.419,00",,,,Avtomatična distribucija v 2007,23,9,V,2007,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Art kino mreža Slovenije,Art Cinema Network,http://www.culture.si/en/Art_Cinema_Network,24146170,zasebna,Slovenj Gradec,"€ 31.640,00",,,,Prikazovanje evropskih filmov v 2006,27,11,V,2007,MEDIA (2007-2013),Mreža Europa Cinemas,Europa Cinemas podpora za kinematografsko prikazovanje evropskih AV del ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
STARA GARA ZAVOD ZA KULTURNE DEJAVNOSTI LJUBLJANA,Staragara_-_Ljubljana,http://www.culture.si/en/Staragara_-_Ljubljana,66973988,zasebna,Ljubljana,"€ 30.000,00",,,,Archeo,19,8,V,2007,MEDIA (2007-2013),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"Vertigo, zavod za kulturne dejavnosti",Vertigo/Emotionfilm,http://www.culture.si/en/Vertigo/Emotionfilm,99958821,zasebna,Ljubljana,"€ 30.000,00",,,,Izbrisan/The Erased,19,8,V,2007,MEDIA (2007-2013),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
